"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1500000US240317014231","Block Group 1; Census Tract 7014.23; Montgomery County; Maryland","724","287","554","259","388","204","166","112","124","88","0","14","42","66","0","14","0","14","72","60","43","45","29","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","98","78",
"1500000US240317014232","Block Group 2; Census Tract 7014.23; Montgomery County; Maryland","1085","450","813","299","727","264","86","88","86","88","0","14","0","14","0","14","0","14","20","25","20","25","0","14","0","14","0","14","0","14","9","16","0","14","0","14","0","14","59","82","184","218",
"1500000US240317014233","Block Group 3; Census Tract 7014.23; Montgomery County; Maryland","1321","368","947","273","819","273","128","90","98","67","30","37","0","14","0","14","0","14","268","154","242","143","26","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","28","89","63",
"1500000US240317014241","Block Group 1; Census Tract 7014.24; Montgomery County; Maryland","608","287","411","249","367","244","44","53","33","48","11","16","0","14","0","14","0","14","20","25","11","20","9","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","177","79",
"1500000US240317014242","Block Group 2; Census Tract 7014.24; Montgomery County; Maryland","653","276","610","253","598","252","12","20","12","20","0","14","0","14","0","14","0","14","13","21","0","14","13","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","30","44",
"1500000US240317014243","Block Group 3; Census Tract 7014.24; Montgomery County; Maryland","589","251","541","232","467","186","74","79","30","34","44","68","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","48","40",
"1500000US240317014251","Block Group 1; Census Tract 7014.25; Montgomery County; Maryland","790","319","644","313","644","313","0","14","0","14","0","14","0","14","0","14","0","14","33","35","20","26","13","24","0","14","0","14","0","14","0","14","0","14","0","14","28","31","39","42","46","37",
"1500000US240317014252","Block Group 2; Census Tract 7014.25; Montgomery County; Maryland","590","231","506","222","463","189","43","48","43","48","0","14","0","14","0","14","0","14","30","36","30","36","0","14","0","14","0","14","0","14","20","29","0","14","0","14","0","14","0","14","34","27",
"1500000US240317014261","Block Group 1; Census Tract 7014.26; Montgomery County; Maryland","1168","625","1001","610","976","608","25","29","25","29","0","14","0","14","0","14","0","14","9","21","0","14","0","14","9","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","158","97",
"1500000US240317014262","Block Group 2; Census Tract 7014.26; Montgomery County; Maryland","1431","598","1124","597","1070","587","54","63","54","63","0","14","0","14","0","14","0","14","18","21","0","14","0","14","18","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","289","189",
"1500000US240317014263","Block Group 3; Census Tract 7014.26; Montgomery County; Maryland","1028","327","811","320","693","278","118","145","33","37","0","14","0","14","85","140","0","14","46","58","15","24","31","53","0","14","0","14","0","14","0","14","0","14","12","20","53","62","15","23","91","50",
"1500000US240317014271","Block Group 1; Census Tract 7014.27; Montgomery County; Maryland","1725","250","1235","194","1088","188","147","92","109","76","17","33","0","14","21","25","0","14","66","48","30","32","0","14","36","44","0","14","0","14","20","34","0","14","0","14","0","14","7","13","397","151",
"1500000US240317015031","Block Group 1; Census Tract 7015.03; Montgomery County; Maryland","820","339","446","255","404","231","42","69","13","50","29","45","0","14","0","14","0","14","18","35","0","14","0","14","18","35","0","14","0","14","28","40","0","14","0","14","0","14","0","14","328","183",
"1500000US240317015032","Block Group 2; Census Tract 7015.03; Montgomery County; Maryland","979","374","870","330","803","304","67","87","67","87","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","21","98","99",
"1500000US240317015033","Block Group 3; Census Tract 7015.03; Montgomery County; Maryland","1003","426","800","411","708","320","92","106","92","106","0","14","0","14","0","14","0","14","35","54","15","26","20","29","0","14","0","14","0","14","46","50","0","14","0","14","0","14","0","14","122","106",
"1500000US240317015034","Block Group 4; Census Tract 7015.03; Montgomery County; Maryland","666","331","516","280","500","277","16","29","16","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","40","66","110","120",
"1500000US240317015051","Block Group 1; Census Tract 7015.05; Montgomery County; Maryland","1086","375","714","245","668","242","46","57","46","57","0","14","0","14","0","14","0","14","221","190","221","190","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","151","127",
"1500000US240317015052","Block Group 2; Census Tract 7015.05; Montgomery County; Maryland","1152","463","927","434","879","429","48","55","48","55","0","14","0","14","0","14","0","14","51","78","51","78","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","27","156","121",
"1500000US240317015053","Block Group 3; Census Tract 7015.05; Montgomery County; Maryland","953","286","694","231","666","232","28","38","28","38","0","14","0","14","0","14","0","14","79","62","0","14","79","62","0","14","0","14","0","14","0","14","0","14","0","14","0","14","31","43","149","116",
"1500000US240317015054","Block Group 4; Census Tract 7015.05; Montgomery County; Maryland","277","121","180","102","163","105","17","28","0","14","17","28","0","14","0","14","0","14","12","19","12","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","85","96",
"1500000US240317015061","Block Group 1; Census Tract 7015.06; Montgomery County; Maryland","626","164","250","82","244","82","6","14","6","14","0","14","0","14","0","14","0","14","45","43","0","14","30","35","0","14","15","23","0","14","0","14","0","14","0","14","26","32","0","14","305","136",
"1500000US240317015062","Block Group 2; Census Tract 7015.06; Montgomery County; Maryland","1464","331","990","212","882","210","108","75","81","62","0","14","27","43","0","14","0","14","54","43","0","14","35","38","19","21","0","14","0","14","0","14","0","14","0","14","18","16","92","142","310","101",
"1500000US240317015063","Block Group 3; Census Tract 7015.06; Montgomery County; Maryland","341","140","140","83","130","81","10","16","10","16","0","14","0","14","0","14","0","14","35","29","0","14","35","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","34","146","94",
"1500000US240317015071","Block Group 1; Census Tract 7015.07; Montgomery County; Maryland","1114","363","576","238","526","234","50","44","34","38","0","14","16","26","0","14","0","14","125","108","0","14","125","108","0","14","0","14","0","14","0","14","0","14","0","14","38","60","11","18","364","142",
"1500000US240317015072","Block Group 2; Census Tract 7015.07; Montgomery County; Maryland","548","139","335","146","312","139","23","38","23","38","0","14","0","14","0","14","0","14","20","24","11","20","0","14","0","14","9","13","0","14","0","14","0","14","0","14","0","14","0","14","193","88",
"1500000US240317015073","Block Group 3; Census Tract 7015.07; Montgomery County; Maryland","710","312","331","129","298","114","33","35","33","35","0","14","0","14","0","14","0","14","25","27","3","9","22","27","0","14","0","14","0","14","0","14","0","14","0","14","29","37","0","14","325","232",
"1500000US240317015081","Block Group 1; Census Tract 7015.08; Montgomery County; Maryland","964","448","708","394","533","329","175","154","149","165","26","30","0","14","0","14","0","14","86","102","86","102","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","170","149",
"1500000US240317015082","Block Group 2; Census Tract 7015.08; Montgomery County; Maryland","338","125","265","107","231","95","34","37","34","37","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","73","48",
"1500000US240317015083","Block Group 3; Census Tract 7015.08; Montgomery County; Maryland","824","262","548","141","506","139","42","37","42","37","0","14","0","14","0","14","0","14","97","67","64","62","33","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","179","198",
"1500000US240317015091","Block Group 1; Census Tract 7015.09; Montgomery County; Maryland","828","271","434","185","391","164","43","79","14","24","0","14","0","14","0","14","29","75","36","36","36","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","36","0","14","336","153",
"1500000US240317015092","Block Group 2; Census Tract 7015.09; Montgomery County; Maryland","527","207","435","195","407","201","28","45","0","14","28","45","0","14","0","14","0","14","52","49","52","49","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","28","23","37",
"1500000US240317015093","Block Group 3; Census Tract 7015.09; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317015094","Block Group 4; Census Tract 7015.09; Montgomery County; Maryland","1134","362","839","211","670","175","169","172","155","172","0","14","14","25","0","14","0","14","295","314","295","314","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317015095","Block Group 5; Census Tract 7015.09; Montgomery County; Maryland","369","205","165","112","148","98","17","29","17","29","0","14","0","14","0","14","0","14","54","60","25","40","29","46","0","14","0","14","0","14","133","195","0","14","0","14","0","14","0","14","17","27",
"1500000US240317016011","Block Group 1; Census Tract 7016.01; Montgomery County; Maryland","1208","188","920","179","785","161","135","73","121","73","0","14","14","22","0","14","0","14","107","47","102","47","5","7","0","14","0","14","0","14","16","20","0","14","0","14","27","24","91","122","47","32",
"1500000US240317016021","Block Group 1; Census Tract 7016.02; Montgomery County; Maryland","772","310","701","299","411","146","290","211","195","148","26","42","69","112","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","25","20","32","33","31",
"1500000US240317016022","Block Group 2; Census Tract 7016.02; Montgomery County; Maryland","988","325","691","298","531","249","160","109","82","84","0","14","78","77","0","14","0","14","164","116","92","79","72","86","0","14","0","14","0","14","73","66","0","14","0","14","0","14","60","76","0","14",
"1500000US240317016023","Block Group 3; Census Tract 7016.02; Montgomery County; Maryland","850","273","677","240","533","186","144","115","41","44","87","118","16","25","0","14","0","14","30","31","12","18","18","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","21","35","122","69",
"1500000US240317016024","Block Group 4; Census Tract 7016.02; Montgomery County; Maryland","663","324","618","326","409","209","209","182","111","89","0","14","98","159","0","14","0","14","29","31","29","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","21",
"1500000US240317017011","Block Group 1; Census Tract 7017.01; Montgomery County; Maryland","203","84","36","31","36","31","0","14","0","14","0","14","0","14","0","14","0","14","42","28","0","14","32","28","10","15","0","14","0","14","11","18","0","14","9","16","5","9","0","14","100","69",
"1500000US240317017012","Block Group 2; Census Tract 7017.01; Montgomery County; Maryland","1058","183","434","141","366","112","68","80","9","14","59","78","0","14","0","14","0","14","244","111","137","95","78","50","29","44","0","14","0","14","0","14","0","14","45","36","34","25","0","14","301","94",
"1500000US240317017013","Block Group 3; Census Tract 7017.01; Montgomery County; Maryland","451","117","165","72","153","71","12","15","12","15","0","14","0","14","0","14","0","14","36","23","0","14","36","23","0","14","0","14","0","14","0","14","0","14","27","27","50","55","0","14","173","86",
"1500000US240317017021","Block Group 1; Census Tract 7017.02; Montgomery County; Maryland","1461","254","742","153","643","132","99","61","55","39","32","44","12","19","0","14","0","14","263","101","153","89","110","57","0","14","0","14","0","14","23","31","0","14","0","14","74","65","4","7","355","232",
"1500000US240317017031","Block Group 1; Census Tract 7017.03; Montgomery County; Maryland","656","215","426","196","413","194","13","25","13","25","0","14","0","14","0","14","0","14","65","36","19","22","46","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","165","89",
"1500000US240317017032","Block Group 2; Census Tract 7017.03; Montgomery County; Maryland","712","215","428","170","428","170","0","14","0","14","0","14","0","14","0","14","0","14","30","30","9","18","21","23","0","14","0","14","0","14","0","14","0","14","19","31","17","23","0","14","218","162",
"1500000US240317017033","Block Group 3; Census Tract 7017.03; Montgomery County; Maryland","659","289","347","178","281","149","66","48","58","44","8","12","0","14","0","14","0","14","14","24","14","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","150","195","0","14","148","101",
"1500000US240317017041","Block Group 1; Census Tract 7017.04; Montgomery County; Maryland","545","162","315","146","250","104","65","72","65","72","0","14","0","14","0","14","0","14","60","43","0","14","60","43","0","14","0","14","0","14","0","14","0","14","46","43","1","3","0","14","123","74",
"1500000US240317017042","Block Group 2; Census Tract 7017.04; Montgomery County; Maryland","731","128","296","91","266","89","30","24","30","24","0","14","0","14","0","14","0","14","44","38","0","14","44","38","0","14","0","14","0","14","25","35","0","14","0","14","65","59","0","14","301","87",
"1500000US240317018001","Block Group 1; Census Tract 7018; Montgomery County; Maryland","681","181","428","141","388","122","40","44","6","12","0","14","27","34","7","12","0","14","79","52","40","35","39","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","174","92",
"1500000US240317018002","Block Group 2; Census Tract 7018; Montgomery County; Maryland","386","131","89","84","77","75","12","20","0","14","12","20","0","14","0","14","0","14","42","28","0","14","42","28","0","14","0","14","0","14","0","14","0","14","25","41","16","19","0","14","214","83",
"1500000US240317018003","Block Group 3; Census Tract 7018; Montgomery County; Maryland","597","216","347","200","327","204","20","22","9","15","11","17","0","14","0","14","0","14","125","105","96","99","29","23","0","14","0","14","0","14","0","14","0","14","0","14","10","15","0","14","115","70",
"1500000US240317018004","Block Group 4; Census Tract 7018; Montgomery County; Maryland","455","135","141","73","91","55","50","48","8","13","20","30","11","18","11","17","0","14","98","71","0","14","87","63","11","19","0","14","0","14","0","14","0","14","0","14","15","20","0","14","201","79",
"1500000US240317019001","Block Group 1; Census Tract 7019; Montgomery County; Maryland","656","330","389","168","372","168","17","29","0","14","17","29","0","14","0","14","0","14","89","60","72","54","17","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","159","188","19","23",
"1500000US240317019002","Block Group 2; Census Tract 7019; Montgomery County; Maryland","667","205","391","164","296","135","95","93","18","22","25","40","52","82","0","14","0","14","177","85","0","14","177","85","0","14","0","14","0","14","0","14","0","14","9","15","0","14","0","14","90","58",
"1500000US240317019003","Block Group 3; Census Tract 7019; Montgomery County; Maryland","534","193","380","184","374","183","6","9","6","9","0","14","0","14","0","14","0","14","79","60","0","14","79","60","0","14","0","14","0","14","0","14","0","14","11","18","13","21","0","14","51","55",
"1500000US240317020001","Block Group 1; Census Tract 7020; Montgomery County; Maryland","981","371","791","335","385","216","406","259","246","151","85","76","0","14","44","54","31","43","152","97","141","95","11","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","33","16","28",
"1500000US240317020002","Block Group 2; Census Tract 7020; Montgomery County; Maryland","623","224","429","164","284","131","145","106","37","31","90","93","0","14","18","27","0","14","108","124","108","124","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","17","75","65",
"1500000US240317020003","Block Group 3; Census Tract 7020; Montgomery County; Maryland","1221","348","817","265","560","210","257","156","198","143","28","48","31","48","0","14","0","14","285","153","188","123","31","33","66","71","0","14","0","14","0","14","0","14","0","14","0","14","0","14","119","66",
"1500000US240317021011","Block Group 1; Census Tract 7021.01; Montgomery County; Maryland","773","272","523","218","424","205","99","73","35","54","33","37","0","14","31","49","0","14","87","52","20","31","41","42","26","38","0","14","0","14","0","14","0","14","0","14","0","14","12","19","151","137",
"1500000US240317021012","Block Group 2; Census Tract 7021.01; Montgomery County; Maryland","939","318","727","261","576","229","151","90","87","71","51","50","13","20","0","14","0","14","174","134","135","131","39","35","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","38","30",
"1500000US240317021013","Block Group 3; Census Tract 7021.01; Montgomery County; Maryland","651","272","499","235","444","235","55","75","7","12","48","74","0","14","0","14","0","14","117","138","34","54","83","131","0","14","0","14","0","14","15","23","0","14","0","14","0","14","0","14","20","21",
"1500000US240317021014","Block Group 4; Census Tract 7021.01; Montgomery County; Maryland","655","186","550","160","519","169","31","48","0","14","0","14","31","48","0","14","0","14","35","40","24","37","11","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","56",
"1500000US240317021021","Block Group 1; Census Tract 7021.02; Montgomery County; Maryland","631","207","307","89","288","85","19","21","19","21","0","14","0","14","0","14","0","14","8","14","0","14","8","14","0","14","0","14","0","14","0","14","0","14","0","14","4","7","9","14","303","194",
"1500000US240317021022","Block Group 2; Census Tract 7021.02; Montgomery County; Maryland","622","141","259","108","254","107","5","9","0","14","0","14","5","9","0","14","0","14","16","18","0","14","16","18","0","14","0","14","0","14","0","14","0","14","0","14","7","10","9","14","331","147",
"1500000US240317021023","Block Group 3; Census Tract 7021.02; Montgomery County; Maryland","582","177","322","111","280","101","42","50","12","19","0","14","30","45","0","14","0","14","62","53","0","14","62","53","0","14","0","14","0","14","0","14","0","14","0","14","0","14","52","54","146","69",
"1500000US240317022001","Block Group 1; Census Tract 7022; Montgomery County; Maryland","860","206","386","121","305","94","81","70","66","58","15","23","0","14","0","14","0","14","80","46","17","18","63","44","0","14","0","14","0","14","17","20","0","14","0","14","27","36","15","19","335","132",
"1500000US240317022002","Block Group 2; Census Tract 7022; Montgomery County; Maryland","371","127","208","98","188","96","20","16","20","16","0","14","0","14","0","14","0","14","29","26","0","14","17","18","12","19","0","14","0","14","0","14","0","14","0","14","9","15","0","14","125","74",
"1500000US240317022003","Block Group 3; Census Tract 7022; Montgomery County; Maryland","694","219","275","112","243","107","32","30","20","25","12","18","0","14","0","14","0","14","34","28","0","14","34","28","0","14","0","14","0","14","0","14","0","14","0","14","10","15","0","14","375","196",
"1500000US240317022004","Block Group 4; Census Tract 7022; Montgomery County; Maryland","399","122","164","63","130","53","34","40","34","40","0","14","0","14","0","14","0","14","21","23","10","16","11","17","0","14","0","14","0","14","12","18","0","14","17","20","0","14","0","14","185","92",
"1500000US240317023011","Block Group 1; Census Tract 7023.01; Montgomery County; Maryland","1270","322","772","222","662","200","110","69","29","41","61","54","0","14","10","17","10","16","256","105","197","102","59","46","0","14","0","14","0","14","19","25","0","14","0","14","0","14","64","98","159","122",
"1500000US240317023012","Block Group 2; Census Tract 7023.01; Montgomery County; Maryland","677","240","471","217","418","166","53","66","53","66","0","14","0","14","0","14","0","14","128","69","77","42","51","37","0","14","0","14","0","14","0","14","0","14","0","14","13","18","38","40","27","23",
"1500000US240317023021","Block Group 1; Census Tract 7023.02; Montgomery County; Maryland","746","187","511","143","319","128","192","102","156","113","0","14","0","14","0","14","36","40","118","100","107","98","11","17","0","14","0","14","0","14","0","14","0","14","10","17","0","14","0","14","107","61",
"1500000US240317023022","Block Group 2; Census Tract 7023.02; Montgomery County; Maryland","481","156","258","105","194","80","64","54","64","54","0","14","0","14","0","14","0","14","13","20","0","14","13","20","0","14","0","14","0","14","0","14","0","14","8","13","0","14","39","58","163","88",
"1500000US240317023023","Block Group 3; Census Tract 7023.02; Montgomery County; Maryland","1101","298","528","231","508","230","20","25","20","25","0","14","0","14","0","14","0","14","107","80","66","55","41","60","0","14","0","14","0","14","0","14","0","14","45","40","63","56","32","39","326","147",
"1500000US240317024011","Block Group 1; Census Tract 7024.01; Montgomery County; Maryland","655","186","411","143","394","133","17","26","17","26","0","14","0","14","0","14","0","14","59","36","15","19","44","31","0","14","0","14","0","14","0","14","0","14","23","31","31","31","0","14","131","56",
"1500000US240317024012","Block Group 2; Census Tract 7024.01; Montgomery County; Maryland","894","154","411","88","348","96","63","56","37","30","26","27","0","14","0","14","0","14","134","56","23","31","111","50","0","14","0","14","0","14","0","14","0","14","0","14","17","19","0","14","332","116",
"1500000US240317024021","Block Group 1; Census Tract 7024.02; Montgomery County; Maryland","818","297","492","270","381","176","111","132","95","129","16","25","0","14","0","14","0","14","61","51","0","14","61","51","0","14","0","14","0","14","46","76","0","14","0","14","23","25","10","19","186","120",
"1500000US240317024022","Block Group 2; Census Tract 7024.02; Montgomery County; Maryland","723","268","196","118","196","118","0","14","0","14","0","14","0","14","0","14","0","14","198","112","72","69","126","81","0","14","0","14","0","14","0","14","0","14","8","14","74","91","0","14","247","149",
"1500000US240317024023","Block Group 3; Census Tract 7024.02; Montgomery County; Maryland","1008","310","319","178","295","167","24","30","24","30","0","14","0","14","0","14","0","14","142","81","39","37","103","77","0","14","0","14","0","14","0","14","0","14","47","45","40","59","0","14","460","221",
"1500000US240317025011","Block Group 1; Census Tract 7025.01; Montgomery County; Maryland","1937","239","837","231","740","225","97","100","18","28","0","14","79","97","0","14","0","14","204","124","40","47","164","115","0","14","0","14","0","14","38","60","0","14","20","32","43","37","37","58","758","245",
"1500000US240317025012","Block Group 2; Census Tract 7025.01; Montgomery County; Maryland","775","234","285","167","285","167","0","14","0","14","0","14","0","14","0","14","0","14","98","90","41","46","57","55","0","14","0","14","0","14","0","14","0","14","82","77","31","35","17","29","262","158",
"1500000US240317025021","Block Group 1; Census Tract 7025.02; Montgomery County; Maryland","1131","234","462","221","398","215","64","49","64","49","0","14","0","14","0","14","0","14","254","138","136","110","64","45","0","14","54","84","0","14","0","14","0","14","18","27","85","62","41","43","271","105",
"1500000US240317025031","Block Group 1; Census Tract 7025.03; Montgomery County; Maryland","488","182","110","64","110","64","0","14","0","14","0","14","0","14","0","14","0","14","135","79","6","11","129","76","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","243","153",
"1500000US240317025032","Block Group 2; Census Tract 7025.03; Montgomery County; Maryland","608","395","125","114","125","114","0","14","0","14","0","14","0","14","0","14","0","14","126","91","46","51","63","65","0","14","17","27","0","14","0","14","0","14","0","14","0","14","0","14","357","404",
"1500000US240317025033","Block Group 3; Census Tract 7025.03; Montgomery County; Maryland","1927","357","840","311","840","311","0","14","0","14","0","14","0","14","0","14","0","14","341","168","96","95","184","99","61","96","0","14","0","14","0","14","0","14","0","14","184","122","6","10","556","190",
"1500000US240317026021","Block Group 1; Census Tract 7026.02; Montgomery County; Maryland","776","247","448","172","432","168","16","25","16","25","0","14","0","14","0","14","0","14","43","52","0","14","43","52","0","14","0","14","0","14","0","14","0","14","16","27","12","21","40","70","217","145",
"1500000US240317026022","Block Group 2; Census Tract 7026.02; Montgomery County; Maryland","557","311","179","136","179","136","0","14","0","14","0","14","0","14","0","14","0","14","140","134","102","111","38","57","0","14","0","14","0","14","0","14","0","14","0","14","134","122","0","14","104","111",
"1500000US240317026023","Block Group 3; Census Tract 7026.02; Montgomery County; Maryland","2046","599","1032","318","922","297","110","89","88","84","22","35","0","14","0","14","0","14","445","227","166","91","279","188","0","14","0","14","0","14","52","80","0","14","0","14","72","69","0","14","445","239",
"1500000US240317026031","Block Group 1; Census Tract 7026.03; Montgomery County; Maryland","663","203","125","62","125","62","0","14","0","14","0","14","0","14","0","14","0","14","346","168","22","35","311","156","13","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","192","91",
"1500000US240317026032","Block Group 2; Census Tract 7026.03; Montgomery County; Maryland","875","251","387","147","342","137","45","53","45","53","0","14","0","14","0","14","0","14","221","133","69","60","152","101","0","14","0","14","0","14","0","14","0","14","0","14","20","31","25","28","222","139",
"1500000US240317026041","Block Group 1; Census Tract 7026.04; Montgomery County; Maryland","970","231","490","197","474","194","16","29","16","29","0","14","0","14","0","14","0","14","183","104","50","46","133","85","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","297","147",
"1500000US240317026042","Block Group 2; Census Tract 7026.04; Montgomery County; Maryland","1541","456","434","155","434","155","0","14","0","14","0","14","0","14","0","14","0","14","508","207","76","61","392","186","40","38","0","14","0","14","23","28","0","14","0","14","85","84","0","14","491","466",
"1500000US240317027001","Block Group 1; Census Tract 7027; Montgomery County; Maryland","1242","416","900","370","829","340","71","88","71","88","0","14","0","14","0","14","0","14","128","103","0","14","128","103","0","14","0","14","0","14","0","14","0","14","8","22","0","14","0","14","206","198",
"1500000US240317027002","Block Group 2; Census Tract 7027; Montgomery County; Maryland","877","336","434","296","403","288","31","49","31","49","0","14","0","14","0","14","0","14","114","101","92","100","22","36","0","14","0","14","0","14","41","65","69","89","26","33","0","14","16","27","177","120",
"1500000US240317027003","Block Group 3; Census Tract 7027; Montgomery County; Maryland","669","214","273","138","250","137","23","37","23","37","0","14","0","14","0","14","0","14","59","58","0","14","59","58","0","14","0","14","0","14","0","14","0","14","0","14","0","14","80","75","257","154",
"1500000US240317027004","Block Group 4; Census Tract 7027; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317027005","Block Group 5; Census Tract 7027; Montgomery County; Maryland","1006","304","580","206","580","206","0","14","0","14","0","14","0","14","0","14","0","14","204","127","188","126","16","25","0","14","0","14","0","14","0","14","0","14","0","14","46","58","47","75","129","97",
"1500000US240317028001","Block Group 1; Census Tract 7028; Montgomery County; Maryland","701","220","234","118","234","118","0","14","0","14","0","14","0","14","0","14","0","14","126","84","0","14","126","84","0","14","0","14","0","14","0","14","0","14","13","22","27","33","0","14","301","149",
"1500000US240317028002","Block Group 2; Census Tract 7028; Montgomery County; Maryland","1203","278","525","150","484","148","41","45","41","45","0","14","0","14","0","14","0","14","262","189","107","169","155","82","0","14","0","14","0","14","0","14","0","14","33","36","0","14","32","32","351","139",
