"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1500000US240317008151","Block Group 1; Census Tract 7008.15; Montgomery County; Maryland","1471","378","1104","375","785","238","319","292","176","169","143","143","0","14","0","14","0","14","122","74","28","37","50","54","44","51","0","14","0","14","0","14","0","14","0","14","0","14","0","14","245","100",
"1500000US240317008152","Block Group 2; Census Tract 7008.15; Montgomery County; Maryland","997","303","893","232","689","229","204","121","186","120","18","31","0","14","0","14","0","14","14","22","14","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","90","89",
"1500000US240317008153","Block Group 3; Census Tract 7008.15; Montgomery County; Maryland","483","250","383","229","342","218","41","48","41","48","0","14","0","14","0","14","0","14","33","39","33","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","29","49","54",
"1500000US240317008154","Block Group 4; Census Tract 7008.15; Montgomery County; Maryland","1264","557","766","302","496","225","270","233","97","97","153","191","0","14","0","14","20","31","91","92","91","92","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","24","38","383","343",
"1500000US240317008181","Block Group 1; Census Tract 7008.18; Montgomery County; Maryland","485","184","324","165","278","158","46","53","46","53","0","14","0","14","0","14","0","14","73","83","73","83","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","25","0","14","71","61",
"1500000US240317008182","Block Group 2; Census Tract 7008.18; Montgomery County; Maryland","1141","472","867","431","800","410","67","82","63","81","0","14","0","14","4","8","0","14","145","223","145","223","0","14","0","14","0","14","0","14","0","14","17","29","0","14","0","14","23","36","89","106",
"1500000US240317008183","Block Group 3; Census Tract 7008.18; Montgomery County; Maryland","663","246","435","229","409","219","26","43","26","43","0","14","0","14","0","14","0","14","21","34","0","14","0","14","21","34","0","14","0","14","31","55","0","14","0","14","0","14","0","14","176","128",
"1500000US240317008184","Block Group 4; Census Tract 7008.18; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317008185","Block Group 5; Census Tract 7008.18; Montgomery County; Maryland","832","255","574","232","432","175","142","126","142","126","0","14","0","14","0","14","0","14","142","141","58","94","84","105","0","14","0","14","0","14","0","14","8","16","0","14","89","110","0","14","19","31",
"1500000US240317008191","Block Group 1; Census Tract 7008.19; Montgomery County; Maryland","1291","451","1021","436","975","422","46","71","46","71","0","14","0","14","0","14","0","14","69","79","0","14","69","79","0","14","0","14","0","14","0","14","21","32","0","14","0","14","28","47","152","102",
"1500000US240317008192","Block Group 2; Census Tract 7008.19; Montgomery County; Maryland","1781","419","1460","400","1395","377","65","78","35","56","0","14","30","51","0","14","0","14","90","79","0","14","0","14","90","79","0","14","0","14","0","14","24","40","0","14","0","14","79","101","128","93",
"1500000US240317008193","Block Group 3; Census Tract 7008.19; Montgomery County; Maryland","508","249","407","167","371","164","36","42","36","42","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","41","95","60","63",
"1500000US240317008201","Block Group 1; Census Tract 7008.20; Montgomery County; Maryland","1947","377","1375","348","1176","320","199","124","174","110","0","14","21","29","4","6","0","14","196","86","157","92","39","37","0","14","0","14","0","14","32","42","0","14","50","69","0","14","5","10","289","146",
"1500000US240317008221","Block Group 1; Census Tract 7008.22; Montgomery County; Maryland","901","139","619","165","434","128","185","121","156","110","29","30","0","14","0","14","0","14","174","67","174","67","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","12","14","20","87","53",
"1500000US240317008231","Block Group 1; Census Tract 7008.23; Montgomery County; Maryland","1112","242","575","128","482","133","93","54","67","45","26","29","0","14","0","14","0","14","48","37","8","18","18","22","22","24","0","14","0","14","0","14","0","14","0","14","38","31","0","14","451","191",
"1500000US240317008232","Block Group 2; Census Tract 7008.23; Montgomery County; Maryland","594","183","427","190","405","188","22","25","22","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","26","36","0","14","0","14","141","83",
"1500000US240317008241","Block Group 1; Census Tract 7008.24; Montgomery County; Maryland","1340","182","749","149","668","132","81","47","53","39","15","21","0","14","13","17","0","14","28","31","0","14","28","31","0","14","0","14","0","14","0","14","0","14","0","14","38","33","18","28","507","160",
"1500000US240317008261","Block Group 1; Census Tract 7008.26; Montgomery County; Maryland","657","211","267","136","238","127","29","35","12","19","0","14","0","14","17","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","23","27","55","78","0","14","312","147",
"1500000US240317008262","Block Group 2; Census Tract 7008.26; Montgomery County; Maryland","1193","260","649","209","617","192","32","53","32","53","0","14","0","14","0","14","0","14","16","29","0","14","0","14","16","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","528","184",
"1500000US240317008263","Block Group 3; Census Tract 7008.26; Montgomery County; Maryland","482","262","354","211","354","211","0","14","0","14","0","14","0","14","0","14","0","14","23","25","0","14","12","19","11","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14","105","97",
"1500000US240317008264","Block Group 4; Census Tract 7008.26; Montgomery County; Maryland","1227","368","919","352","828","345","91","88","7","12","73","85","0","14","11","16","0","14","19","30","0","14","19","30","0","14","0","14","0","14","0","14","0","14","0","14","74","60","13","21","202","88",
"1500000US240317008281","Block Group 1; Census Tract 7008.28; Montgomery County; Maryland","1190","124","644","108","603","115","41","31","36","31","5","8","0","14","0","14","0","14","49","32","18","22","31","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","12","486","105",
"1500000US240317008291","Block Group 1; Census Tract 7008.29; Montgomery County; Maryland","969","250","558","220","405","138","153","132","119","105","34","46","0","14","0","14","0","14","75","63","0","14","70","61","5","9","0","14","0","14","0","14","0","14","0","14","42","51","6","10","288","104",
"1500000US240317008292","Block Group 2; Census Tract 7008.29; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317008293","Block Group 3; Census Tract 7008.29; Montgomery County; Maryland","797","163","380","138","380","138","0","14","0","14","0","14","0","14","0","14","0","14","39","30","0","14","39","30","0","14","0","14","0","14","0","14","0","14","0","14","9","15","0","14","369","81",
"1500000US240317008301","Block Group 1; Census Tract 7008.30; Montgomery County; Maryland","1297","269","927","239","647","175","280","178","280","178","0","14","0","14","0","14","0","14","122","85","74","55","7","12","41","62","0","14","0","14","0","14","0","14","0","14","0","14","4","6","244","111",
"1500000US240317008302","Block Group 2; Census Tract 7008.30; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317008321","Block Group 1; Census Tract 7008.32; Montgomery County; Maryland","1543","259","1327","273","1081","269","246","98","131","61","115","74","0","14","0","14","0","14","73","52","51","52","22","23","0","14","0","14","0","14","0","14","0","14","0","14","5","9","46","32","92","50",
"1500000US240317008331","Block Group 1; Census Tract 7008.33; Montgomery County; Maryland","572","183","390","126","327","114","63","46","46","37","0","14","17","31","0","14","0","14","71","47","51","44","11","16","9","15","0","14","0","14","0","14","0","14","0","14","0","14","9","16","102","66",
"1500000US240317008332","Block Group 2; Census Tract 7008.33; Montgomery County; Maryland","1233","322","997","328","787","259","210","165","210","165","0","14","0","14","0","14","0","14","16","24","0","14","16","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","220","92",
"1500000US240317008341","Block Group 1; Census Tract 7008.34; Montgomery County; Maryland","1254","300","866","227","572","152","294","205","294","205","0","14","0","14","0","14","0","14","29","27","18","31","11","18","0","14","0","14","0","14","0","14","0","14","0","14","20","32","32","51","307","230",
"1500000US240317008342","Block Group 2; Census Tract 7008.34; Montgomery County; Maryland","1445","351","1144","310","1110","309","34","31","34","31","0","14","0","14","0","14","0","14","45","49","45","49","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","22","17","26","225","102",
"1500000US240317008351","Block Group 1; Census Tract 7008.35; Montgomery County; Maryland","885","361","536","183","524","185","12","13","7","10","5","8","0","14","0","14","0","14","98","134","15","17","83","132","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","251","208",
"1500000US240317008352","Block Group 2; Census Tract 7008.35; Montgomery County; Maryland","1346","292","957","209","761","202","196","89","108","71","59","56","29","41","0","14","0","14","146","95","108","72","38","62","0","14","0","14","0","14","0","14","0","14","0","14","35","33","0","14","208","111",
"1500000US240317008353","Block Group 3; Census Tract 7008.35; Montgomery County; Maryland","357","130","200","88","190","84","10","16","0","14","0","14","10","16","0","14","0","14","11","18","11","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14","21","31","15","18","110","63",
"1500000US240317008361","Block Group 1; Census Tract 7008.36; Montgomery County; Maryland","884","323","588","219","541","208","47","40","47","40","0","14","0","14","0","14","0","14","36","47","6","9","30","47","0","14","0","14","0","14","0","14","0","14","0","14","15","23","0","14","245","133",
"1500000US240317008362","Block Group 2; Census Tract 7008.36; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317008371","Block Group 1; Census Tract 7008.37; Montgomery County; Maryland","859","428","429","257","388","239","41","48","41","48","0","14","0","14","0","14","0","14","18","29","11","23","0","14","7","18","0","14","0","14","12","20","0","14","0","14","12","23","0","14","388","339",
"1500000US240317008372","Block Group 2; Census Tract 7008.37; Montgomery County; Maryland","1100","364","577","222","516","222","61","69","40","59","21","33","0","14","0","14","0","14","223","186","163","172","60","66","0","14","0","14","0","14","21","34","0","14","0","14","38","54","30","36","211","170",
"1500000US240317008373","Block Group 3; Census Tract 7008.37; Montgomery County; Maryland","1594","553","1085","465","895","419","190","108","182","107","0","14","0","14","0","14","8","13","23","31","7","11","16","28","0","14","0","14","0","14","2","14","0","14","0","14","35","41","57","80","392","193",
"1500000US240317008381","Block Group 1; Census Tract 7008.38; Montgomery County; Maryland","995","314","572","235","572","235","0","14","0","14","0","14","0","14","0","14","0","14","42","52","0","14","42","52","0","14","0","14","0","14","0","14","0","14","0","14","46","51","32","37","303","161",
"1500000US240317008382","Block Group 2; Census Tract 7008.38; Montgomery County; Maryland","2075","382","1225","336","1066","317","159","108","142","98","17","29","0","14","0","14","0","14","190","108","68","63","56","52","66","75","0","14","0","14","0","14","0","14","0","14","160","104","97","85","403","200",
"1500000US240317008391","Block Group 1; Census Tract 7008.39; Montgomery County; Maryland","492","271","426","264","372","236","54","66","54","66","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","66","61",
"1500000US240317008392","Block Group 2; Census Tract 7008.39; Montgomery County; Maryland","1417","330","1017","337","888","328","129","117","55","63","74","100","0","14","0","14","0","14","66","98","0","14","0","14","66","98","0","14","0","14","18","28","0","14","0","14","18","28","88","68","210","151",
"1500000US240317008393","Block Group 3; Census Tract 7008.39; Montgomery County; Maryland","1413","408","800","290","793","287","7","14","7","14","0","14","0","14","0","14","0","14","83","135","83","135","0","14","0","14","0","14","0","14","0","14","0","14","0","14","30","40","44","68","456","177",
"1500000US240317009011","Block Group 1; Census Tract 7009.01; Montgomery County; Maryland","1345","385","532","222","466","201","66","104","66","104","0","14","0","14","0","14","0","14","370","248","61","73","309","236","0","14","0","14","0","14","16","28","0","14","0","14","111","79","0","14","316","160",
"1500000US240317009012","Block Group 2; Census Tract 7009.01; Montgomery County; Maryland","372","190","197","139","183","135","14","25","14","25","0","14","0","14","0","14","0","14","59","39","0","14","59","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","33","98","62",
"1500000US240317009013","Block Group 3; Census Tract 7009.01; Montgomery County; Maryland","1210","369","441","176","403","177","38","38","38","38","0","14","0","14","0","14","0","14","381","176","18","29","333","163","15","24","15","25","0","14","0","14","0","14","0","14","0","14","0","14","388","269",
"1500000US240317009021","Block Group 1; Census Tract 7009.02; Montgomery County; Maryland","1152","278","873","253","829","246","44","41","44","41","0","14","0","14","0","14","0","14","59","49","29","40","20","23","10","17","0","14","0","14","0","14","0","14","0","14","8","13","17","30","195","126",
"1500000US240317009022","Block Group 2; Census Tract 7009.02; Montgomery County; Maryland","1236","459","650","297","521","239","129","93","129","93","0","14","0","14","0","14","0","14","104","65","22","29","69","53","13","19","0","14","0","14","0","14","0","14","5","8","28","32","0","14","449","268",
"1500000US240317009031","Block Group 1; Census Tract 7009.03; Montgomery County; Maryland","1093","159","748","140","616","146","132","69","67","41","48","38","0","14","17","24","0","14","73","43","8","9","65","45","0","14","0","14","0","14","0","14","0","14","17","20","0","14","28","40","227","112",
"1500000US240317009041","Block Group 1; Census Tract 7009.04; Montgomery County; Maryland","1353","273","833","234","659","164","174","124","69","62","105","103","0","14","0","14","0","14","110","72","0","14","110","72","0","14","0","14","0","14","0","14","0","14","0","14","21","33","0","14","389","170",
"1500000US240317009042","Block Group 2; Census Tract 7009.04; Montgomery County; Maryland","1009","404","702","319","527","245","175","157","150","152","25","29","0","14","0","14","0","14","188","140","109","98","67","103","12","20","0","14","0","14","42","67","0","14","0","14","13","20","0","14","64","55",
"1500000US240317009051","Block Group 1; Census Tract 7009.05; Montgomery County; Maryland","910","195","555","135","420","111","135","106","19","19","89","90","27","43","0","14","0","14","134","66","43","42","58","45","33","40","0","14","0","14","0","14","0","14","0","14","46","70","0","14","175","96",
"1500000US240317009052","Block Group 2; Census Tract 7009.05; Montgomery County; Maryland","1181","400","624","205","589","203","35","31","18","21","17","29","0","14","0","14","0","14","102","44","0","14","102","44","0","14","0","14","0","14","16","24","0","14","0","14","9","14","0","14","430","337",
"1500000US240317010011","Block Group 1; Census Tract 7010.01; Montgomery County; Maryland","1400","271","820","246","697","197","123","104","94","100","18","26","11","18","0","14","0","14","90","64","23","29","67","61","0","14","0","14","0","14","0","14","0","14","25","42","45","60","0","14","420","150",
"1500000US240317010012","Block Group 2; Census Tract 7010.01; Montgomery County; Maryland","952","318","501","161","501","161","0","14","0","14","0","14","0","14","0","14","0","14","13","20","13","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","39","418","286",
"1500000US240317010013","Block Group 3; Census Tract 7010.01; Montgomery County; Maryland","309","133","188","111","165","116","23","30","23","30","0","14","0","14","0","14","0","14","8","14","0","14","8","14","0","14","0","14","0","14","0","14","0","14","0","14","15","25","0","14","98","42",
"1500000US240317010021","Block Group 1; Census Tract 7010.02; Montgomery County; Maryland","349","86","198","69","188","66","10","16","10","16","0","14","0","14","0","14","0","14","6","9","0","14","6","9","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","145","54",
"1500000US240317010022","Block Group 2; Census Tract 7010.02; Montgomery County; Maryland","585","136","393","125","366","124","27","27","27","27","0","14","0","14","0","14","0","14","10","15","0","14","10","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","182","100",
"1500000US240317010023","Block Group 3; Census Tract 7010.02; Montgomery County; Maryland","834","160","478","132","387","105","91","69","39","36","52","58","0","14","0","14","0","14","17","19","0","14","17","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","339","113",
"1500000US240317010041","Block Group 1; Census Tract 7010.04; Montgomery County; Maryland","640","209","327","132","254","109","73","60","73","60","0","14","0","14","0","14","0","14","63","58","0","14","63","58","0","14","0","14","0","14","0","14","0","14","0","14","9","13","0","14","241","144",
"1500000US240317010042","Block Group 2; Census Tract 7010.04; Montgomery County; Maryland","723","179","299","105","272","99","27","39","13","30","0","14","0","14","14","26","0","14","139","76","0","14","139","76","0","14","0","14","0","14","0","14","0","14","0","14","9","14","0","14","276","141",
"1500000US240317010043","Block Group 3; Census Tract 7010.04; Montgomery County; Maryland","519","174","241","88","229","85","12","21","12","21","0","14","0","14","0","14","0","14","189","168","148","167","41","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","89","69",
"1500000US240317010044","Block Group 4; Census Tract 7010.04; Montgomery County; Maryland","457","125","220","108","220","108","0","14","0","14","0","14","0","14","0","14","0","14","12","15","0","14","12","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","225","100",
"1500000US240317010051","Block Group 1; Census Tract 7010.05; Montgomery County; Maryland","286","115","168","93","168","93","0","14","0","14","0","14","0","14","0","14","0","14","36","28","0","14","36","28","0","14","0","14","0","14","0","14","0","14","0","14","28","32","0","14","54","44",
"1500000US240317010052","Block Group 2; Census Tract 7010.05; Montgomery County; Maryland","540","178","218","72","218","72","0","14","0","14","0","14","0","14","0","14","0","14","17","17","0","14","17","17","0","14","0","14","0","14","0","14","0","14","0","14","7","12","8","14","290","137",
"1500000US240317010053","Block Group 3; Census Tract 7010.05; Montgomery County; Maryland","793","185","377","118","261","81","116","113","106","115","0","14","10","15","0","14","0","14","109","69","9","13","100","69","0","14","0","14","0","14","10","15","0","14","0","14","24","27","0","14","273","104",
"1500000US240317010061","Block Group 1; Census Tract 7010.06; Montgomery County; Maryland","530","113","347","97","286","99","61","47","61","47","0","14","0","14","0","14","0","14","11","17","0","14","11","17","0","14","0","14","0","14","0","14","0","14","0","14","23","27","12","18","137","70",
"1500000US240317010062","Block Group 2; Census Tract 7010.06; Montgomery County; Maryland","1420","329","675","166","645","163","30","30","30","30","0","14","0","14","0","14","0","14","44","34","7","12","37","31","0","14","0","14","0","14","3","6","0","14","0","14","28","27","0","14","670","309",
"1500000US240317010063","Block Group 3; Census Tract 7010.06; Montgomery County; Maryland","516","108","286","108","258","105","28","23","17","15","0","14","0","14","11","17","0","14","35","34","10","15","25","33","0","14","0","14","0","14","0","14","0","14","11","17","0","14","0","14","184","70",
"1500000US240317010071","Block Group 1; Census Tract 7010.07; Montgomery County; Maryland","575","172","364","100","353","98","11","19","11","19","0","14","0","14","0","14","0","14","36","39","0","14","36","39","0","14","0","14","0","14","59","89","0","14","0","14","0","14","16","18","100","66",
"1500000US240317010072","Block Group 2; Census Tract 7010.07; Montgomery County; Maryland","1415","370","593","137","522","125","71","56","54","45","17","41","0","14","0","14","0","14","37","34","0","14","37","34","0","14","0","14","0","14","0","14","0","14","2","10","81","61","22","31","680","383",
"1500000US240317010073","Block Group 3; Census Tract 7010.07; Montgomery County; Maryland","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US240317011011","Block Group 1; Census Tract 7011.01; Montgomery County; Maryland","408","293","223","156","223","156","0","14","0","14","0","14","0","14","0","14","0","14","22","26","13","20","9","15","0","14","0","14","0","14","0","14","0","14","0","14","6","12","92","142","65","40",
"1500000US240317011012","Block Group 2; Census Tract 7011.01; Montgomery County; Maryland","705","207","417","179","379","171","38","24","26","24","0","14","0","14","12","19","0","14","156","92","30","33","117","85","9","14","0","14","0","14","0","14","0","14","5","9","0","14","14","24","113","55",
"1500000US240317011013","Block Group 3; Census Tract 7011.01; Montgomery County; Maryland","419","179","177","86","135","69","42","35","25","32","10","15","7","12","0","14","0","14","98","70","16","28","82","64","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","144","77",
"1500000US240317011014","Block Group 4; Census Tract 7011.01; Montgomery County; Maryland","634","184","389","140","361","130","28","33","28","33","0","14","0","14","0","14","0","14","52","48","41","45","11","16","0","14","0","14","0","14","0","14","0","14","8","13","0","14","26","34","159","74",
"1500000US240317011015","Block Group 5; Census Tract 7011.01; Montgomery County; Maryland","814","383","591","336","556","335","35","33","12","18","0","14","0","14","23","26","0","14","93","81","83","79","10","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","130","106",
"1500000US240317011021","Block Group 1; Census Tract 7011.02; Montgomery County; Maryland","1092","517","413","215","413","215","0","14","0","14","0","14","0","14","0","14","0","14","166","161","101","150","37","44","28","45","0","14","0","14","0","14","0","14","19","29","0","14","0","14","494","290",
"1500000US240317011022","Block Group 2; Census Tract 7011.02; Montgomery County; Maryland","1104","504","527","270","494","276","33","51","33","51","0","14","0","14","0","14","0","14","249","204","125","118","124","148","0","14","0","14","0","14","0","14","0","14","60","76","63","93","20","32","185","132",
"1500000US240317011023","Block Group 3; Census Tract 7011.02; Montgomery County; Maryland","404","201","260","163","183","111","77","73","20","24","0","14","12","20","45","64","0","14","78","96","31","62","47","69","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","66","60",
"1500000US240317011024","Block Group 4; Census Tract 7011.02; Montgomery County; Maryland","343","223","165","145","165","145","0","14","0","14","0","14","0","14","0","14","0","14","13","24","0","14","13","24","0","14","0","14","0","14","0","14","42","66","0","14","0","14","40","63","83","77",
"1500000US240317011025","Block Group 5; Census Tract 7011.02; Montgomery County; Maryland","439","174","308","136","308","136","0","14","0","14","0","14","0","14","0","14","0","14","51","71","17","29","34","62","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","80","75",
"1500000US240317012011","Block Group 1; Census Tract 7012.01; Montgomery County; Maryland","1241","354","759","234","643","234","116","88","75","67","41","51","0","14","0","14","0","14","141","151","106","143","35","40","0","14","0","14","0","14","0","14","0","14","0","14","86","70","50","77","205","119",
"1500000US240317012012","Block Group 2; Census Tract 7012.01; Montgomery County; Maryland","1399","512","436","168","358","146","78","79","78","79","0","14","0","14","0","14","0","14","150","112","21","35","129","105","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","813","437",
"1500000US240317012013","Block Group 3; Census Tract 7012.01; Montgomery County; Maryland","1389","880","570","292","447","204","123","101","100","111","23","34","0","14","0","14","0","14","55","58","20","28","35","52","0","14","0","14","0","14","0","14","0","14","0","14","46","57","0","14","718","800",
"1500000US240317012021","Block Group 1; Census Tract 7012.02; Montgomery County; Maryland","453","89","148","44","142","42","6","7","2","3","0","14","4","6","0","14","0","14","42","22","8","7","28","15","3","7","3","5","0","14","0","14","0","14","0","14","4","5","7","8","252","76",
"1500000US240317012022","Block Group 2; Census Tract 7012.02; Montgomery County; Maryland","976","210","420","135","403","133","17","17","17","17","0","14","0","14","0","14","0","14","201","66","0","14","171","62","30","25","0","14","0","14","0","14","0","14","54","68","15","20","12","17","274","75",
"1500000US240317012051","Block Group 1; Census Tract 7012.05; Montgomery County; Maryland","959","338","467","176","444","172","23","20","23","20","0","14","0","14","0","14","0","14","23","29","0","14","23","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","34","39","435","219",
"1500000US240317012052","Block Group 2; Census Tract 7012.05; Montgomery County; Maryland","1342","242","696","197","681","199","15","25","0","14","15","25","0","14","0","14","0","14","159","97","0","14","159","97","0","14","0","14","0","14","0","14","16","26","0","14","0","14","12","18","459","173",
"1500000US240317012053","Block Group 3; Census Tract 7012.05; Montgomery County; Maryland","638","172","428","166","403","161","25","42","25","42","0","14","0","14","0","14","0","14","41","47","30","36","11","20","0","14","0","14","0","14","0","14","0","14","0","14","11","16","0","14","158","73",
"1500000US240317012054","Block Group 4; Census Tract 7012.05; Montgomery County; Maryland","316","127","165","91","165","91","0","14","0","14","0","14","0","14","0","14","0","14","12","19","0","14","12","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","139","84",
"1500000US240317012061","Block Group 1; Census Tract 7012.06; Montgomery County; Maryland","951","238","587","175","493","176","94","81","59","63","35","57","0","14","0","14","0","14","54","61","0","14","54","61","0","14","0","14","0","14","0","14","0","14","0","14","53","58","12","19","245","110",
"1500000US240317012062","Block Group 2; Census Tract 7012.06; Montgomery County; Maryland","1022","297","764","297","734","303","30","42","30","42","0","14","0","14","0","14","0","14","51","81","0","14","51","81","0","14","0","14","0","14","0","14","0","14","0","14","14","23","0","14","193","92",
"1500000US240317012063","Block Group 3; Census Tract 7012.06; Montgomery County; Maryland","387","162","233","116","139","76","94","86","94","86","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","154","87",
"1500000US240317012064","Block Group 4; Census Tract 7012.06; Montgomery County; Maryland","874","298","631","258","582","236","49","77","49","77","0","14","0","14","0","14","0","14","14","22","0","14","14","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","229","104",
"1500000US240317012101","Block Group 1; Census Tract 7012.10; Montgomery County; Maryland","428","117","281","94","274","94","7","12","7","12","0","14","0","14","0","14","0","14","40","33","0","14","40","33","0","14","0","14","0","14","0","14","0","14","0","14","7","12","30","31","70","38",
